course,stop_code,stop_id,stop_name,route_short_name,trip_headsign,direction,departure_time,is_theorical
268436558,STDENIE5,107,SAINT DENIS,6,EUROMEDECINE,0,13:29:09,1
268436586,STDENIE5,107,SAINT DENIS,6,EUROMEDECINE,0,14:04:09,1
268436553,STDENIE5,107,SAINT DENIS,6,EUROMEDECINE,0,14:39:09,1
268436577,STDENIE5,107,SAINT DENIS,6,EUROMEDECINE,0,15:14:09,1
268436560,STDENIE5,107,SAINT DENIS,6,EUROMEDECINE,0,15:49:47,1
268436588,STDENIE5,107,SAINT DENIS,6,EUROMEDECINE,0,16:24:47,1
268436555,STDENIE5,107,SAINT DENIS,6,EUROMEDECINE,0,16:59:47,1
268436571,STDENIE5,107,SAINT DENIS,6,EUROMEDECINE,0,17:35:25,1
268436562,STDENIE5,107,SAINT DENIS,6,EUROMEDECINE,0,18:10:25,1
268436590,STDENIE5,107,SAINT DENIS,6,EUROMEDECINE,0,18:45:25,1
268436581,STDENIE5,107,SAINT DENIS,6,EUROMEDECINE,0,19:19:47,1
268436573,STDENIE5,107,SAINT DENIS,6,EUROMEDECINE,0,19:53:47,1
268436583,STDENIE5,107,SAINT DENIS,6,EUROMEDECINE,0,20:27:47,1
268436530,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,06:59:50,1
268436523,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,07:39:50,1
268436545,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,08:17:27,1
268436539,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,08:52:27,1
268436532,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,09:28:27,1
268436525,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,10:03:27,1
268436547,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,10:38:27,1
268436541,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,11:13:27,1
268436534,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,11:48:27,1
268436527,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,12:23:27,1
268436549,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,12:58:27,1
268436558,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,13:33:27,1
268436586,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,14:08:27,1
268436553,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,14:43:27,1
268436577,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,15:18:27,1
268436560,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,15:54:27,1
268436588,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,16:29:27,1
268436555,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,17:04:27,1
268436571,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,17:40:27,1
268436562,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,18:15:27,1
268436590,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,18:50:27,1
268436581,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,19:24:27,1
268436573,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,19:58:27,1
268436583,STGUILHS,2140,SAINT GUILHEM,6,EUROMEDECINE,0,20:31:50,1
268436530,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,07:13:05,1
268436523,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,07:54:05,1
268436545,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,08:32:05,1
268436539,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,09:07:05,1
268436532,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,09:44:05,1
268436525,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,10:19:05,1
268436547,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,10:54:05,1
268436541,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,11:29:05,1
268436534,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,12:04:05,1
268436527,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,12:39:05,1
268436549,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,13:13:05,1
268436558,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,13:48:42,1
268436586,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,14:23:42,1
268436553,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,14:59:42,1
268436577,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,15:34:42,1
268436560,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,16:10:42,1
268436588,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,16:46:42,1
268436555,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,17:21:42,1
268436571,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,17:57:42,1
268436562,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,18:32:42,1
268436590,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,19:07:42,1
268436581,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,19:41:05,1
268436573,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,20:15:05,1
268436583,STPRIESS,7228,SAINT PRIEST,6,EUROMEDECINE,0,20:45:28,1
268436530,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,07:08:51,1
268436523,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,07:49:40,1
268436545,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,08:27:40,1
268436539,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,09:02:40,1
268436532,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,09:39:29,1
268436525,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,10:14:29,1
268436547,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,10:49:29,1
268436541,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,11:24:29,1
268436534,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,11:59:29,1
268436527,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,12:34:29,1
268436549,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,13:08:40,1
268436558,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,13:43:40,1
268436586,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,14:18:40,1
268436553,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,14:54:29,1
268436577,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,15:29:29,1
268436560,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,16:05:29,1
268436588,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,16:41:29,1
268436555,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,17:16:29,1
268436571,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,17:52:29,1
268436562,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,18:27:29,1
268436590,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,19:02:29,1
268436581,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,19:36:29,1
268436573,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,20:10:29,1
268436583,STEGENEA,3131,SAINTE GENEVIEVE,6,EUROMEDECINE,0,20:41:40,1
268436530,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,07:02:57,1
268436523,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,07:42:57,1
268436545,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,08:20:57,1
268436539,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,08:55:57,1
268436532,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,09:31:57,1
268436525,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,10:06:57,1
268436547,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,10:41:57,1
268436541,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,11:16:57,1
268436534,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,11:51:57,1
268436527,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,12:26:57,1
268436549,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,13:01:57,1
268436558,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,13:36:57,1
268436586,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,14:11:57,1
268436553,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,14:46:57,1
268436577,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,15:21:57,1
268436560,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,15:57:57,1
268436588,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,16:33:36,1
268436555,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,17:08:36,1
268436571,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,17:44:36,1
268436562,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,18:19:36,1
268436590,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,18:54:36,1
268436581,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,19:28:36,1
268436573,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,20:02:36,1
268436583,STETHERR,7217,SAINTE THERESE,6,EUROMEDECINE,0,20:34:57,1
268436530,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,07:20:37,1
268436523,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,08:01:37,1
268436545,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,08:40:19,1
268436539,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,09:15:19,1
268436532,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,09:52:19,1
268436525,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,10:27:19,1
268436547,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,11:02:19,1
268436541,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,11:37:19,1
268436534,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,12:12:19,1
268436527,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,12:47:19,1
268436549,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,13:21:19,1
268436558,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,13:57:19,1
268436586,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,14:32:19,1
268436553,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,15:08:19,1
268436577,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,15:43:19,1
268436560,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,16:19:19,1
268436588,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,16:55:19,1
268436555,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,17:30:19,1
268436571,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,18:06:19,1
268436562,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,18:41:19,1
268436590,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,19:16:19,1
268436581,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,19:49:19,1
268436573,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,20:22:37,1
268436583,VALDAURS,2128,VAL D'AURELLE,6,EUROMEDECINE,0,20:52:37,1
268436530,VEGAE,6103,VEGA,6,EUROMEDECINE,0,06:46:00,1
268436523,VEGAE,6103,VEGA,6,EUROMEDECINE,0,07:26:00,1
268436545,VEGAE,6103,VEGA,6,EUROMEDECINE,0,08:01:00,1
268436539,VEGAE,6103,VEGA,6,EUROMEDECINE,0,08:36:00,1
268436532,VEGAE,6103,VEGA,6,EUROMEDECINE,0,09:11:00,1
268436525,VEGAE,6103,VEGA,6,EUROMEDECINE,0,09:46:00,1
268436547,VEGAE,6103,VEGA,6,EUROMEDECINE,0,10:21:00,1
268436541,VEGAE,6103,VEGA,6,EUROMEDECINE,0,10:56:00,1
268436534,VEGAE,6103,VEGA,6,EUROMEDECINE,0,11:31:00,1
268436527,VEGAE,6103,VEGA,6,EUROMEDECINE,0,12:06:00,1
268436549,VEGAE,6103,VEGA,6,EUROMEDECINE,0,12:41:00,1
268436558,VEGAE,6103,VEGA,6,EUROMEDECINE,0,13:16:00,1
268436586,VEGAE,6103,VEGA,6,EUROMEDECINE,0,13:51:00,1
268436553,VEGAE,6103,VEGA,6,EUROMEDECINE,0,14:26:00,1
268436577,VEGAE,6103,VEGA,6,EUROMEDECINE,0,15:01:00,1
268436560,VEGAE,6103,VEGA,6,EUROMEDECINE,0,15:36:00,1
268436588,VEGAE,6103,VEGA,6,EUROMEDECINE,0,16:11:00,1
268436555,VEGAE,6103,VEGA,6,EUROMEDECINE,0,16:46:00,1
268436571,VEGAE,6103,VEGA,6,EUROMEDECINE,0,17:21:00,1
268436562,VEGAE,6103,VEGA,6,EUROMEDECINE,0,17:56:00,1
268436590,VEGAE,6103,VEGA,6,EUROMEDECINE,0,18:31:00,1
268436581,VEGAE,6103,VEGA,6,EUROMEDECINE,0,19:06:00,1
268436573,VEGAE,6103,VEGA,6,EUROMEDECINE,0,19:41:00,1
268436583,VEGAE,6103,VEGA,6,EUROMEDECINE,0,20:16:00,1
268436522,ALCOE,3201,ALCO,6,PAS DU LOUP,1,06:43:00,1
268436538,ALCOE,3201,ALCO,6,PAS DU LOUP,1,07:28:00,1
268436531,ALCOE,3201,ALCO,6,PAS DU LOUP,1,08:09:00,1
268436524,ALCOE,3201,ALCO,6,PAS DU LOUP,1,08:45:00,1
268436546,ALCOE,3201,ALCO,6,PAS DU LOUP,1,09:20:00,1
268436540,ALCOE,3201,ALCO,6,PAS DU LOUP,1,09:55:00,1
268436533,ALCOE,3201,ALCO,6,PAS DU LOUP,1,10:30:00,1
268436526,ALCOE,3201,ALCO,6,PAS DU LOUP,1,11:05:00,1
268436548,ALCOE,3201,ALCO,6,PAS DU LOUP,1,11:40:00,1
268436542,ALCOE,3201,ALCO,6,PAS DU LOUP,1,12:15:00,1
268436535,ALCOE,3201,ALCO,6,PAS DU LOUP,1,12:50:00,1
268436552,ALCOE,3201,ALCO,6,PAS DU LOUP,1,13:25:00,1
268436576,ALCOE,3201,ALCO,6,PAS DU LOUP,1,14:00:00,1
268436559,ALCOE,3201,ALCO,6,PAS DU LOUP,1,14:35:00,1
268436587,ALCOE,3201,ALCO,6,PAS DU LOUP,1,15:10:00,1
268436554,ALCOE,3201,ALCO,6,PAS DU LOUP,1,15:45:00,1
268436578,ALCOE,3201,ALCO,6,PAS DU LOUP,1,16:20:00,1
268436561,ALCOE,3201,ALCO,6,PAS DU LOUP,1,16:55:00,1
268436589,ALCOE,3201,ALCO,6,PAS DU LOUP,1,17:30:00,1
268436580,ALCOE,3201,ALCO,6,PAS DU LOUP,1,18:05:00,1
268436572,ALCOE,3201,ALCO,6,PAS DU LOUP,1,18:40:00,1
268436594,ALCOE,3201,ALCO,6,PAS DU LOUP,1,19:14:00,1
268436591,ALCOE,3201,ALCO,6,PAS DU LOUP,1,19:56:00,1
268436522,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,06:34:54,1
268436538,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,07:19:54,1
268436531,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,08:00:27,1
268436524,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,08:35:27,1
268436546,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,09:10:27,1
268436540,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,09:45:27,1
268436533,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,10:20:27,1
268436526,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,10:55:27,1
268436548,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,11:30:27,1
268436542,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,12:05:27,1
268436535,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,12:40:27,1
268436552,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,13:15:27,1
268436576,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,13:50:27,1
268436559,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,14:25:27,1
268436587,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,15:00:27,1
268436554,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,15:35:27,1
268436578,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,16:10:27,1
268436561,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,16:45:27,1
268436589,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,17:20:27,1
268436580,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,17:55:27,1
268436572,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,18:30:27,1
268436594,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,19:04:54,1
268436591,ANTENNEE,2205,ANTENNES,6,PAS DU LOUP,1,19:46:54,1
268436522,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,06:33:28,1
268436538,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,07:18:28,1
268436531,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,07:58:49,1
268436524,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,08:33:49,1
268436546,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,09:08:49,1
268436540,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,09:43:49,1
268436533,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,10:18:49,1
268436526,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,10:53:49,1
268436548,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,11:28:49,1
268436542,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,12:03:49,1
268436535,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,12:38:49,1
268436552,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,13:13:49,1
268436576,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,13:48:49,1
268436559,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,14:23:49,1
268436587,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,14:58:49,1
268436554,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,15:33:49,1
268436578,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,16:08:49,1
268436561,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,16:43:49,1
268436589,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,17:18:49,1
268436580,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,17:53:49,1
268436572,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,18:28:49,1
268436594,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,19:03:28,1
268436591,APOTHICE,3232,APOTHICAIRES,6,PAS DU LOUP,1,19:45:28,1
268436522,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,06:31:00,1
268436538,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,07:16:00,1
268436531,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,07:56:00,1
268436524,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,08:31:00,1
268436546,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,09:06:00,1
268436540,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,09:41:00,1
268436533,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,10:16:00,1
268436526,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,10:51:00,1
268436548,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,11:26:00,1
268436542,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,12:01:00,1
268436535,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,12:36:00,1
268436552,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,13:11:00,1
268436576,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,13:46:00,1
268436559,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,14:21:00,1
268436587,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,14:56:00,1
268436554,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,15:31:00,1
268436578,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,16:06:00,1
268436561,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,16:41:00,1
268436589,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,17:16:00,1
268436580,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,17:51:00,1
268436572,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,18:26:00,1
268436594,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,19:01:00,1
268436591,A18JUINE,16202,APPEL DU 18 JUIN,6,PAS DU LOUP,1,19:43:00,1
268436522,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,07:06:19,1
268436538,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,07:55:19,1
268436531,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,08:37:19,1
268436524,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,09:13:19,1
268436546,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,09:49:59,1
268436540,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,10:24:59,1
268436533,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,10:59:59,1
268436526,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,11:34:59,1
268436548,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,12:09:59,1
268436542,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,12:43:59,1
268436535,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,13:18:59,1
268436552,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,13:53:59,1
268436576,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,14:29:59,1
268436559,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,15:04:59,1
268436587,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,15:40:59,1
268436554,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,16:16:59,1
268436578,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,16:51:59,1
268436561,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,17:26:59,1
268436589,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,18:01:59,1
268436580,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,18:36:59,1
268436572,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,19:11:59,1
268436594,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,19:42:59,1
268436591,AVTOULOS,6215,AV. DE TOULOUSE,6,PAS DU LOUP,1,20:21:19,1
268436522,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,07:02:00,1
268436538,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,07:50:00,1
268436531,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,08:32:00,1
268436524,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,09:08:00,1
268436546,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,09:44:00,1
268436540,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,10:19:00,1
268436533,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,10:54:00,1
268436526,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,11:29:00,1
268436548,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,12:04:00,1
268436542,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,12:38:00,1
268436535,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,13:13:00,1
268436552,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,13:48:00,1
268436576,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,14:24:00,1
268436559,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,14:59:00,1
268436587,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,15:35:00,1
268436554,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,16:11:00,1
268436578,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,16:46:00,1
268436561,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,17:21:00,1
268436589,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,17:56:00,1
268436580,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,18:31:00,1
268436572,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,19:06:00,1
268436594,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,19:37:00,1
268436591,BERTHELS,5214,BERTHELOT,6,PAS DU LOUP,1,20:17:00,1
268436522,CEVENNER,3203,CEVENNES,6,PAS DU LOUP,1,06:44:47,1
268436538,CEVENNER,3203,CEVENNES,6,PAS DU LOUP,1,07:30:05,1
268436531,CEVENNER,3203,CEVENNES,6,PAS DU LOUP,1,08:11:05,1
268436524,CEVENNER,3203,CEVENNES,6,PAS DU LOUP,1,08:47:05,1
268436546,CEVENNER,3203,CEVENNES,6,PAS DU LOUP,1,09:22:23,1
268436540,CEVENNER,3203,CEVENNES,6,PAS DU LOUP,1,09:57:23,1
268436533,CEVENNER,3203,CEVENNES,6,PAS DU LOUP,1,10:32:23,1
268436526,CEVENNER,3203,CEVENNES,6,PAS DU LOUP,1,11:07:23,1
268436548,CEVENNER,3203,CEVENNES,6,PAS DU LOUP,1,11:42:23,1
268436542,CEVENNER,3203,CEVENNES,6,PAS DU LOUP,1,12:17:05,1
268436535,CEVENNER,3203,CEVENNES,6,PAS DU LOUP,1,12:52:05,1
