CP;COMMUNE;RAC;DATE_;LAT;LNG
34970;LATTES;Appareils publics;23/févr/2005 12:00:00 AM;43.56372;3.898955
34970;LATTES;Appareils publics;05/mai/2006 12:00:00 AM;43.56372;3.898955
34970;LATTES;Appareils publics;11/mai/2004 12:00:00 AM;43.566667;3.9
34970;LATTES;Bâtiments communaux;28/déc/2000 12:00:00 AM;43.566667;3.9
34970;LATTES;Appareils publics;11/mai/2005 12:00:00 AM;43.566667;3.9
34970;LATTES;Appareils publics;11/mai/2005 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;30/mai/2000 12:00:00 AM;43.56470;3.879276
34970;LATTES;Domestique;01/oct/2004 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;24/nov/2006 12:00:00 AM;43.566667;3.9
34970;LATTES;Appareils publics;04/oct/2005 12:00:00 AM;43.566667;3.9
34970;LATTES;Appareils publics;15/févr/2008 12:00:00 AM;43.566667;3.9
34970;LATTES;Appareils publics;20/févr/2004 12:00:00 AM;43.566667;3.9
34970;LATTES;Appareils publics;21/août/2003 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;09/mars/2000 12:00:00 AM;43.56125;3.896933
34970;LATTES;Domestique;06/févr/2001 12:00:00 AM;43.56721;3.914413
34970;LATTES;Domestique;15/févr/2002 12:00:00 AM;43.56768;3.908887
34970;LATTES;Domestique;23/juin/2000 12:00:00 AM;43.56072;3.878894
34970;LATTES;Domestique;18/févr/2000 12:00:00 AM;43.57678;3.902025
34970;LATTES;Domestique;27/juin/2000 12:00:00 AM;43.57198;3.907375
34970;LATTES;Domestique;17/oct/2000 12:00:00 AM;43.57285;3.915866
34970;LATTES;Bâtiments communaux;25/mai/2005 12:00:00 AM;43.58340;3.891387
34970;LATTES;Domestique;31/août/2001 12:00:00 AM;43.57400;3.915408
34970;LATTES;Domestique;29/sept/2000 12:00:00 AM;43.57696;3.915373
34970;LATTES;Domestique;09/janv/2002 12:00:00 AM;43.56731;3.902404
34970;LATTES;Domestique;14/mars/2000 12:00:00 AM;43.57948;3.906043
34970;LATTES;Domestique;05/juil/2002 12:00:00 AM;43.56404;3.873049
34970;LATTES;Domestique;19/mars/2004 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;25/févr/2000 12:00:00 AM;43.57489;3.912871
34970;LATTES;Domestique;17/févr/2000 12:00:00 AM;43.587;3.921263
34970;LATTES;Domestique;18/mai/2000 12:00:00 AM;43.57726;3.903050
34970;LATTES;Domestique;19/déc/2000 12:00:00 AM;43.57646;3.902366
34970;LATTES;Domestique;07/déc/2000 12:00:00 AM;43.57646;3.902366
34970;LATTES;Domestique;08/janv/2003 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;25/févr/2000 12:00:00 AM;43.57860;3.906181
34970;LATTES;Domestique;15/juin/2001 12:00:00 AM;43.58909;3.914839
34970;LATTES;Domestique;16/janv/2001 12:00:00 AM;43.57541;3.912117
34970;LATTES;Domestique;22/févr/2002 12:00:00 AM;43.58827;3.930445
34970;LATTES;Domestique;03/janv/2000 12:00:00 AM;43.57940;3.906282
34970;LATTES;Domestique;09/mars/2000 12:00:00 AM;43.57914;3.905455
34970;LATTES;Domestique;14/nov/2001 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;25/nov/2002 12:00:00 AM;43.55802;3.872128
34970;LATTES;Domestique;03/juil/2002 12:00:00 AM;43.57366;3.910224
34970;LATTES;Domestique;31/oct/2002 12:00:00 AM;43.58414;3.919624
34970;LATTES;Domestique;05/déc/2001 12:00:00 AM;43.57102;3.911707
34970;LATTES;Domestique;05/sept/2000 12:00:00 AM;43.56571;3.901876
34970;LATTES;Domestique;01/sept/2000 12:00:00 AM;43.56566;3.903924
34970;LATTES;Domestique;18/avr/2003 12:00:00 AM;43.57902;3.921935
34970;LATTES;Domestique;03/janv/2003 12:00:00 AM;43.57943;3.906019
34970;LATTES;Domestique;04/déc/2002 12:00:00 AM;43.56330;3.871051
34970;LATTES;Domestique;19/janv/2001 12:00:00 AM;43.57861;3.904722
34970;LATTES;Domestique;04/juin/2003 12:00:00 AM;43.57728;3.909744
34970;LATTES;Domestique;18/juin/2003 12:00:00 AM;43.57290;3.909106
34970;LATTES;Domestique;26/avr/2000 12:00:00 AM;43.57720;3.902969
34970;LATTES;Domestique;05/juin/2002 12:00:00 AM;43.57649;3.902259
34970;LATTES;Domestique;04/juil/2000 12:00:00 AM;43.58993;3.925353
34970;LATTES;Domestique;25/oct/2002 12:00:00 AM;43.56442;3.876061
34970;LATTES;Domestique;31/mars/2000 12:00:00 AM;43.57924;3.906269
34970;LATTES;Domestique;29/sept/2000 12:00:00 AM;43.56239;3.896840
34970;LATTES;Domestique;19/févr/2003 12:00:00 AM;43.56725;3.913017
34970;LATTES;Domestique;15/juin/2001 12:00:00 AM;43.58864;3.929904
34970;LATTES;Domestique;28/janv/2000 12:00:00 AM;43.55821;3.890866
34970;LATTES;Domestique;31/mai/2000 12:00:00 AM;43.58858;3.930159
34970;LATTES;Domestique;08/mars/2001 12:00:00 AM;43.57674;3.903257
34970;LATTES;Domestique;17/mai/2002 12:00:00 AM;43.57240;3.911480
34970;LATTES;Domestique;01/août/2000 12:00:00 AM;43.57341;3.910983
34970;LATTES;Domestique;17/sept/2003 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;04/avr/2002 12:00:00 AM;43.58917;3.922542
34970;LATTES;Domestique;19/oct/2001 12:00:00 AM;43.58864;3.929761
34970;LATTES;Domestique;17/déc/2004 12:00:00 AM;43.56169;3.897641
34970;LATTES;Domestique;28/nov/2002 12:00:00 AM;43.56401;3.897705
34970;LATTES;Domestique;04/mai/2007 12:00:00 AM;43.56999;3.910079
34970;LATTES;Domestique;26/juin/2002 12:00:00 AM;43.57022;3.911147
34970;LATTES;Domestique;28/juin/2002 12:00:00 AM;43.55975;3.903951
34970;LATTES;Domestique;09/août/2002 12:00:00 AM;43.56352;3.875643
34970;LATTES;Domestique;14/févr/2002 12:00:00 AM;43.55952;3.870056
34970;LATTES;Domestique;10/mai/2001 12:00:00 AM;43.56291;3.879584
34970;LATTES;Domestique;09/mars/2000 12:00:00 AM;43.56647;3.909824
34970;LATTES;Domestique;11/juin/2003 12:00:00 AM;43.55891;3.875912
34970;LATTES;Domestique;28/déc/2001 12:00:00 AM;43.56702;3.910723
34970;LATTES;Domestique;17/avr/2000 12:00:00 AM;43.55989;3.873184
34970;LATTES;Domestique;16/nov/2000 12:00:00 AM;43.57677;3.902319
34970;LATTES;Domestique;22/févr/2002 12:00:00 AM;43.56152;3.898284
34970;LATTES;Domestique;12/juil/2001 12:00:00 AM;43.56689;3.900955
34970;LATTES;Domestique;04/juil/2002 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;02/juil/2001 12:00:00 AM;43.56127;3.897120
34970;LATTES;Domestique;12/janv/2001 12:00:00 AM;43.58878;3.926808
34970;LATTES;Domestique;12/avr/2002 12:00:00 AM;43.58837;3.920392
34970;LATTES;Domestique;01/août/2001 12:00:00 AM;43.56945;3.909684
34970;LATTES;Domestique;22/mai/2000 12:00:00 AM;43.55821;3.890866
34970;LATTES;Domestique;16/nov/2000 12:00:00 AM;43.57246;3.908880
34970;LATTES;Domestique;10/août/2000 12:00:00 AM;43.57017;3.916934
34970;LATTES;Domestique;20/sept/2002 12:00:00 AM;43.58870;3.922389
34970;LATTES;Domestique;07/févr/2000 12:00:00 AM;43.56185;3.895763
34970;LATTES;Domestique;08/janv/2003 12:00:00 AM;43.58886;3.921723
34970;LATTES;Domestique;12/avr/2002 12:00:00 AM;43.56371;3.875836
34970;LATTES;Domestique;30/oct/2002 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;02/juil/2001 12:00:00 AM;43.57224;3.908305
34970;LATTES;Domestique;15/oct/2001 12:00:00 AM;43.57003;3.901947
34970;LATTES;Domestique;20/juin/2003 12:00:00 AM;43.57003;3.901947
34970;LATTES;Domestique;04/juin/2003 12:00:00 AM;43.57003;3.901947
34970;LATTES;Domestique;08/août/2001 12:00:00 AM;43.56471;3.876490
34970;LATTES;Domestique;21/août/2002 12:00:00 AM;43.56278;3.902598
34970;LATTES;Domestique;23/nov/2001 12:00:00 AM;43.56045;3.905738
34970;LATTES;Domestique;24/juin/2002 12:00:00 AM;43.56563;3.901478
34970;LATTES;Domestique;18/juin/2003 12:00:00 AM;43.56036;3.872244
34970;LATTES;Domestique;16/juin/2000 12:00:00 AM;43.57826;3.904847
34970;LATTES;Domestique;29/juin/2000 12:00:00 AM;43.57435;3.911696
34970;LATTES;Domestique;26/oct/2001 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;09/nov/2002 12:00:00 AM;43.56407;3.903686
34970;LATTES;Domestique;02/avr/2003 12:00:00 AM;43.57280;3.907262
34970;LATTES;Domestique;08/juin/2005 12:00:00 AM;43.56391;3.897926
34970;LATTES;Domestique;06/déc/2002 12:00:00 AM;43.56781;3.900384
34970;LATTES;Domestique;29/juin/2000 12:00:00 AM;43.56698;3.906623
34970;LATTES;Domestique;03/mars/2003 12:00:00 AM;43.57801;3.903648
34970;LATTES;Domestique;06/mai/2002 12:00:00 AM;43.58965;3.927735
34970;LATTES;Domestique;29/mars/2001 12:00:00 AM;43.57827;3.906193
34970;LATTES;Domestique;22/nov/2000 12:00:00 AM;43.56075;3.873043
34970;LATTES;Domestique;27/juin/2000 12:00:00 AM;43.57374;3.913182
34970;LATTES;Domestique;10/août/2000 12:00:00 AM;43.56569;3.917068
34970;LATTES;Domestique;14/déc/2001 12:00:00 AM;43.57533;3.906674
34970;LATTES;Domestique;22/juin/2001 12:00:00 AM;43.58758;3.919255
34970;LATTES;Domestique;05/oct/2000 12:00:00 AM;43.57701;3.902442
34970;LATTES;Domestique;19/juin/2002 12:00:00 AM;43.55937;3.904437
34970;LATTES;Domestique;25/juin/2003 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;22/mai/2002 12:00:00 AM;43.56170;3.873204
34970;LATTES;Domestique;21/mai/2003 12:00:00 AM;43.58476;3.931902
34970;LATTES;Domestique;02/févr/2001 12:00:00 AM;43.56402;3.878772
34970;LATTES;Domestique;17/avr/2003 12:00:00 AM;43.58762;3.919120
34970;LATTES;Domestique;28/févr/2003 12:00:00 AM;43.57245;3.908863
34970;LATTES;Domestique;20/juil/2001 12:00:00 AM;43.56687;3.905436
34970;LATTES;Domestique;03/mai/2000 12:00:00 AM;43.57377;3.913329
34970;LATTES;Domestique;18/sept/2002 12:00:00 AM;43.57135;3.908116
34970;LATTES;Domestique;28/sept/2007 12:00:00 AM;43.58928;3.927785
34970;LATTES;Domestique;27/févr/2001 12:00:00 AM;43.57003;3.901943
34970;LATTES;Domestique;03/juil/2002 12:00:00 AM;43.57490;3.913196
34970;LATTES;Domestique;18/juin/2003 12:00:00 AM;43.57610;3.910294
34970;LATTES;Domestique;08/oct/2001 12:00:00 AM;43.56088;3.905569
34970;LATTES;Domestique;28/nov/2000 12:00:00 AM;43.57673;3.902271
34970;LATTES;Domestique;03/oct/2000 12:00:00 AM;43.57645;3.902048
34970;LATTES;Domestique;05/mai/2003 12:00:00 AM;43.56120;3.872341
34970;LATTES;Domestique;20/janv/2000 12:00:00 AM;43.57860;3.905640
34970;LATTES;Domestique;21/sept/2000 12:00:00 AM;43.56161;3.877339
34970;LATTES;Domestique;05/sept/2001 12:00:00 AM;43.56285;3.872317
34970;LATTES;Domestique;21/janv/2000 12:00:00 AM;43.57863;3.906195
34970;LATTES;Domestique;07/mars/2000 12:00:00 AM;43.57864;3.905472
34970;LATTES;Domestique;19/sept/2000 12:00:00 AM;43.57396;3.910345
34970;LATTES;Domestique;17/avr/2001 12:00:00 AM;43.58841;3.926928
34970;LATTES;Domestique;28/mai/2003 12:00:00 AM;43.56137;3.876631
34970;LATTES;Domestique;07/juil/2000 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;12/juil/2002 12:00:00 AM;43.58918;3.918355
34970;LATTES;Domestique;11/févr/2000 12:00:00 AM;43.57762;3.903067
34970;LATTES;Domestique;10/mai/2001 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;23/mars/2000 12:00:00 AM;43.57877;3.906893
34970;LATTES;Domestique;25/juil/2001 12:00:00 AM;43.56416;3.874999
34970;LATTES;Domestique;07/déc/2000 12:00:00 AM;43.57819;3.904134
34970;LATTES;Domestique;30/nov/2001 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;01/juin/2007 12:00:00 AM;43.56195;3.873925
34970;LATTES;Domestique;17/oct/2000 12:00:00 AM;43.57891;3.906954
34970;LATTES;Domestique;16/nov/2001 12:00:00 AM;43.56411;3.899010
34970;LATTES;Domestique;02/mars/2001 12:00:00 AM;43.56413;3.874963
34970;LATTES;Domestique;01/mars/2002 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;29/mai/2001 12:00:00 AM;43.57068;3.908709
34970;LATTES;Domestique;20/nov/2002 12:00:00 AM;43.57684;3.902840
34970;LATTES;Domestique;14/nov/2001 12:00:00 AM;43.57677;3.902839
34970;LATTES;Domestique;05/mars/2001 12:00:00 AM;43.56145;3.876497
34970;LATTES;Domestique;02/juil/2003 12:00:00 AM;43.58841;3.927065
34970;LATTES;Domestique;22/févr/2000 12:00:00 AM;43.56209;3.880703
34970;LATTES;Domestique;02/janv/2002 12:00:00 AM;43.57431;3.912479
34970;LATTES;Domestique;24/janv/2001 12:00:00 AM;43.57144;3.908873
34970;LATTES;Domestique;03/mai/2001 12:00:00 AM;43.56867;3.914526
34970;LATTES;Domestique;10/mai/2001 12:00:00 AM;43.56261;3.877396
34970;LATTES;Domestique;21/avr/2000 12:00:00 AM;43.56491;3.903203
34970;LATTES;Domestique;01/oct/2008 12:00:00 AM;43.58737;3.895399
34970;LATTES;Domestique;01/août/2000 12:00:00 AM;43.56119;3.874366
34970;LATTES;Domestique;28/janv/2000 12:00:00 AM;43.56411;3.874865
34970;LATTES;Domestique;02/avr/2003 12:00:00 AM;43.56377;3.897265
34970;LATTES;Domestique;17/janv/2003 12:00:00 AM;43.58740;3.921732
34970;LATTES;Domestique;25/avr/2003 12:00:00 AM;43.57595;3.909949
34970;LATTES;Domestique;31/déc/2002 12:00:00 AM;43.56162;3.898032
34970;LATTES;Domestique;07/déc/2001 12:00:00 AM;43.57623;3.906194
34970;LATTES;Domestique;24/mars/2000 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;19/juin/2002 12:00:00 AM;43.55887;3.872433
34970;LATTES;Domestique;02/juin/2006 12:00:00 AM;43.57072;3.864498
34970;LATTES;Domestique;31/juil/2002 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;21/nov/2008 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;27/juin/2000 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;17/mars/2005 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;29/mars/2000 12:00:00 AM;43.55739;3.893637
34970;LATTES;Domestique;18/août/2004 12:00:00 AM;43.56235;3.895080
34970;LATTES;Domestique;01/févr/2002 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;05/avr/2002 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;16/janv/2003 12:00:00 AM;43.566667;3.9
34970;LATTES;Bâtiments communaux;29/janv/2003 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;21/déc/2001 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;04/févr/2000 12:00:00 AM;43.57162;3.900954
34970;LATTES;Domestique;21/déc/2001 12:00:00 AM;43.55794;3.900385
34970;LATTES;Domestique;27/avr/2001 12:00:00 AM;43.57003;3.901947
34970;LATTES;Domestique;19/juin/2002 12:00:00 AM;43.56865;3.901565
34970;LATTES;Domestique;11/mai/2001 12:00:00 AM;43.56865;3.901565
34970;LATTES;Domestique;13/mars/2000 12:00:00 AM;43.57101;3.901015
34970;LATTES;Domestique;09/juin/2006 12:00:00 AM;43.58891;3.927928
34970;LATTES;Domestique;01/oct/2004 12:00:00 AM;43.56192;3.873749
34970;LATTES;Appareils publics;14/nov/2007 12:00:00 AM;43.55974;3.874875
34970;LATTES;Domestique;04/févr/2004 12:00:00 AM;43.58539;3.932911
34970;LATTES;Domestique;09/nov/2001 12:00:00 AM;43.56865;3.901565
34970;LATTES;Domestique;28/mars/2008 12:00:00 AM;43.58797;3.923567
34970;LATTES;Appareils publics;17/août/2005 12:00:00 AM;43.56031;3.876337
34970;LATTES;Domestique;26/mai/2000 12:00:00 AM;43.56429;3.894492
34970;LATTES;Domestique;03/avr/2003 12:00:00 AM;43.56429;3.894492
34970;LATTES;Domestique;10/juil/2002 12:00:00 AM;43.56298;3.893898
34970;LATTES;Domestique;23/juin/2000 12:00:00 AM;43.56429;3.894492
34970;LATTES;Domestique;26/nov/2003 12:00:00 AM;43.56429;3.894492
34970;LATTES;Domestique;20/avr/2001 12:00:00 AM;43.56429;3.894492
34970;LATTES;Domestique;23/juin/2006 12:00:00 AM;43.55191;3.858573
34970;LATTES;Domestique;07/juil/2000 12:00:00 AM;43.54359;3.896866
34970;LATTES;Domestique;17/janv/2007 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;09/juin/2000 12:00:00 AM;43.56331;3.879752
34970;LATTES;Domestique;30/juil/2002 12:00:00 AM;43.58008;3.920319
34970;LATTES;Domestique;05/oct/2001 12:00:00 AM;43.58709;3.924331
34970;LATTES;Domestique;26/mai/2000 12:00:00 AM;43.60853;3.877237
34970;LATTES;Domestique;20/mai/2003 12:00:00 AM;43.57101;3.901015
34970;LATTES;Domestique;28/janv/2003 12:00:00 AM;43.57215;3.901905
34970;LATTES;Appareils publics;21/avr/2009 12:00:00 AM;43.57198;3.904206
34970;LATTES;Appareils publics;21/avr/2009 12:00:00 AM;43.57198;3.904206
34970;LATTES;Domestique;02/févr/2004 12:00:00 AM;43.57101;3.901015
34970;LATTES;Domestique;02/mai/2007 12:00:00 AM;43.58797;3.923567
34970;LATTES;Bâtiments communaux;26/mars/2003 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;05/oct/2001 12:00:00 AM;43.56429;3.894492
34970;LATTES;Domestique;26/janv/2001 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;02/août/2006 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;16/avr/2003 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;17/janv/2000 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;21/avr/2006 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;18/mai/2005 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;13/mars/2001 12:00:00 AM;43.57454;3.916683
34970;LATTES;Domestique;04/juin/2008 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;25/juil/2008 12:00:00 AM;43.57072;3.864498
34970;LATTES;Domestique;10/mai/2001 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;30/oct/2002 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;06/sept/2002 12:00:00 AM;43.57482;3.900281
34970;LATTES;Domestique;21/janv/2004 12:00:00 AM;43.566667;3.9
34970;LATTES;Bâtiments communaux;19/mai/2004 12:00:00 AM;43.57482;3.900281
34970;LATTES;Domestique;19/oct/2001 12:00:00 AM;43.57760;3.909479
34970;LATTES;Domestique;08/mars/2001 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;13/avr/2007 12:00:00 AM;43.58008;3.920319
34970;LATTES;Domestique;13/avr/2007 12:00:00 AM;43.58008;3.920319
34970;LATTES;Domestique;04/nov/2004 12:00:00 AM;43.56865;3.901565
34970;LATTES;Domestique;05/déc/2001 12:00:00 AM;43.56865;3.901565
34970;LATTES;Domestique;01/oct/2002 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;12/mars/2004 12:00:00 AM;43.55821;3.890866
34970;LATTES;Domestique;04/mai/2000 12:00:00 AM;43.57190;3.904265
34970;LATTES;Domestique;30/janv/2001 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;09/févr/2007 12:00:00 AM;43.58560;3.903330
34970;LATTES;Domestique;02/déc/2005 12:00:00 AM;43.56770;3.863749
34970;LATTES;Domestique;06/mars/2001 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;02/oct/2000 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;12/juil/2004 12:00:00 AM;43.56764;3.902226
34970;LATTES;Domestique;14/sept/2001 12:00:00 AM;43.58691;3.924251
34970;LATTES;Domestique;03/oct/2001 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;05/juin/2002 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;06/avr/2004 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;08/févr/2002 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;04/févr/2003 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;01/juil/2005 12:00:00 AM;43.58250;3.902366
34970;LATTES;Domestique;27/nov/2000 12:00:00 AM;43.58560;3.903330
34970;LATTES;Domestique;02/févr/2005 12:00:00 AM;43.58706;3.924037
34970;LATTES;Domestique;29/mai/2001 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;05/déc/2008 12:00:00 AM;43.56001;3.860615
34970;LATTES;Domestique;22/sept/2004 12:00:00 AM;43.56128;3.875647
34970;LATTES;Domestique;06/août/2004 12:00:00 AM;43.566667;3.9
34970;LATTES;Bâtiments communaux;16/mars/2005 12:00:00 AM;43.56128;3.875647
34970;LATTES;Domestique;20/avr/2000 12:00:00 AM;43.56128;3.875647
34970;LATTES;Domestique;18/janv/2001 12:00:00 AM;43.56128;3.875647
34970;LATTES;Domestique;07/sept/2001 12:00:00 AM;43.56128;3.875647
34970;LATTES;Domestique;06/mai/2002 12:00:00 AM;43.57974;3.921787
34970;LATTES;Domestique;03/juin/2009 12:00:00 AM;43.56131;3.875960
34970;LATTES;Domestique;24/mars/2000 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;16/mai/2000 12:00:00 AM;43.56456;3.879756
34970;LATTES;Domestique;10/mars/2004 12:00:00 AM;43.57310;3.879793
34970;LATTES;Domestique;09/oct/2000 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;05/avr/2000 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;04/juil/2001 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;04/nov/2004 12:00:00 AM;43.566667;3.9
34970;LATTES;Bâtiments communaux;17/oct/2003 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;08/févr/2002 12:00:00 AM;43.58539;3.932911
34970;LATTES;Domestique;04/nov/2004 12:00:00 AM;43.56865;3.901565
34970;LATTES;Domestique;31/juil/2002 12:00:00 AM;43.55207;3.878563
34970;LATTES;Domestique;18/mars/2002 12:00:00 AM;43.55207;3.878563
34970;LATTES;Domestique;24/juil/2001 12:00:00 AM;43.5835;3.902041
34970;LATTES;Domestique;27/janv/2006 12:00:00 AM;43.58737;3.895399
34970;LATTES;Domestique;22/janv/2003 12:00:00 AM;43.57974;3.921787
34970;LATTES;Domestique;25/juin/2003 12:00:00 AM;43.58442;3.897145
34970;LATTES;Domestique;08/juin/2000 12:00:00 AM;43.55207;3.878563
34970;LATTES;Domestique;24/juil/2000 12:00:00 AM;43.57592;3.908932
34970;LATTES;Domestique;30/avr/2002 12:00:00 AM;43.58715;3.904101
34970;LATTES;Domestique;18/juil/2001 12:00:00 AM;43.58715;3.904101
34970;LATTES;Domestique;30/avr/2003 12:00:00 AM;43.58616;3.904319
34970;LATTES;Domestique;19/mars/2003 12:00:00 AM;43.58461;3.904622
34970;LATTES;Domestique;17/sept/2004 12:00:00 AM;43.56753;3.871680
34970;LATTES;Domestique;13/févr/2002 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;29/juil/2004 12:00:00 AM;43.56128;3.875647
34970;LATTES;Domestique;06/sept/2002 12:00:00 AM;43.56764;3.902226
34970;LATTES;Domestique;16/mars/2001 12:00:00 AM;43.57278;3.915093
34970;LATTES;Domestique;07/juin/2001 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;26/oct/2000 12:00:00 AM;43.58250;3.902366
34970;LATTES;Domestique;09/juin/2004 12:00:00 AM;43.58250;3.902366
34970;LATTES;Domestique;27/févr/2004 12:00:00 AM;43.56764;3.902226
34970;LATTES;Domestique;19/sept/2003 12:00:00 AM;43.57786;3.904628
34970;LATTES;Domestique;02/oct/2001 12:00:00 AM;43.57482;3.900281
34970;LATTES;Domestique;09/avr/2001 12:00:00 AM;43.57482;3.900281
34970;LATTES;Domestique;04/avr/2000 12:00:00 AM;43.566667;3.9
34970;LATTES;Appareils publics;11/mai/2005 12:00:00 AM;43.566667;3.9
34970;LATTES;Appareils publics;11/mai/2005 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;04/févr/2003 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;16/juil/2001 12:00:00 AM;43.57916;3.905396
34970;LATTES;Domestique;06/févr/2001 12:00:00 AM;43.56910;3.901841
34970;LATTES;Domestique;15/févr/2002 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;26/sept/2001 12:00:00 AM;43.56290;3.896964
34970;LATTES;Domestique;31/mai/2002 12:00:00 AM;43.56121;3.896438
34970;LATTES;Domestique;25/sept/2002 12:00:00 AM;43.56679;3.916980
34970;LATTES;Domestique;22/juil/2002 12:00:00 AM;43.56217;3.875777
34970;LATTES;Domestique;21/août/2002 12:00:00 AM;43.57602;3.912808
34970;LATTES;Domestique;17/avr/2009 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;17/avr/2009 12:00:00 AM;43.58787;3.925849
34970;LATTES;Domestique;17/avr/2009 12:00:00 AM;43.58787;3.925849
34970;LATTES;Domestique;17/avr/2009 12:00:00 AM;43.58787;3.925849
34970;LATTES;Domestique;13/févr/2003 12:00:00 AM;43.56005;3.877414
34970;LATTES;Domestique;23/sept/2005 12:00:00 AM;43.55994;3.878394
34970;LATTES;Domestique;05/sept/2007 12:00:00 AM;43.57974;3.921787
34970;LATTES;Domestique;22/févr/2000 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;29/août/2001 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;14/juin/2001 12:00:00 AM;43.56027;3.871465
34970;LATTES;Domestique;31/mars/2003 12:00:00 AM;43.57887;3.907458
34970;LATTES;Domestique;16/nov/2001 12:00:00 AM;43.566667;3.9
34970;LATTES;Bâtiments communaux;07/mai/2002 12:00:00 AM;43.55875;3.871442
34970;LATTES;Domestique;04/avr/2000 12:00:00 AM;43.55874;3.873062
34970;LATTES;Domestique;22/sept/2004 12:00:00 AM;43.57766;3.910652
34970;LATTES;Domestique;11/juil/2001 12:00:00 AM;43.57568;3.908910
34970;LATTES;Domestique;07/août/2002 12:00:00 AM;43.56408;3.873163
34970;LATTES;Domestique;29/août/2001 12:00:00 AM;43.57483;3.911554
34970;LATTES;Domestique;26/août/2002 12:00:00 AM;43.56103;3.902588
34970;LATTES;Domestique;07/nov/2000 12:00:00 AM;43.566667;3.9
34970;LATTES;Domestique;05/sept/2000 12:00:00 AM;43.56309;3.877090
34970;LATTES;Domestique;15/déc/2000 12:00:00 AM;43.56799;3.915337
34970;LATTES;Domestique;10/mars/2006 12:00:00 AM;43.58579;3.928534
34970;LATTES;Domestique;25/févr/2000 12:00:00 AM;43.57399;3.915147
34970;LATTES;Domestique;12/sept/2001 12:00:00 AM;43.56832;3.905877
34970;LATTES;Domestique;10/mars/2006 12:00:00 AM;43.58579;3.928534
34970;LATTES;Domestique;28/sept/2000 12:00:00 AM;43.566667;3.9
